# Please wait, building network...
# 0.075 # 0.124 # 0.075 
# 0.124 # 0.204 # 0.124 
# 0.075 # 0.124 # 0.075 
# 0.000 # 0.000 # 0.001 # 0.002 # 0.002 # 0.002 # 0.001 # 0.000 # 0.000 
# 0.000 # 0.001 # 0.004 # 0.008 # 0.010 # 0.008 # 0.004 # 0.001 # 0.000 
# 0.001 # 0.004 # 0.012 # 0.023 # 0.029 # 0.023 # 0.012 # 0.004 # 0.001 
# 0.002 # 0.008 # 0.023 # 0.046 # 0.057 # 0.046 # 0.023 # 0.008 # 0.002 
# 0.002 # 0.010 # 0.029 # 0.057 # 0.071 # 0.057 # 0.029 # 0.010 # 0.002 
# 0.002 # 0.008 # 0.023 # 0.046 # 0.057 # 0.046 # 0.023 # 0.008 # 0.002 
# 0.001 # 0.004 # 0.012 # 0.023 # 0.029 # 0.023 # 0.012 # 0.004 # 0.001 
# 0.000 # 0.001 # 0.004 # 0.008 # 0.010 # 0.008 # 0.004 # 0.001 # 0.000 
# 0.000 # 0.000 # 0.001 # 0.002 # 0.002 # 0.002 # 0.001 # 0.000 # 0.000 
Locale set to C.
Number of images with traffic signs within criterion = 24
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00006.ppm
''Image file name: /home/alberto/TIAGO/haar_competition/test_full/00260.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00023.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00006.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00003.ppm
image = 00003; scale_factor = 0.31250; x =  313; y = 313; confidence = 0.01; MISS
image = 00003; scale_factor = 1.87460; x = 1117; y = 151; confidence = 0.12; MISS
image = 00003; scale_factor = 1.87460; x = 1166; y = 159; confidence = 0.28; MISS
image = 00003; scale_factor = 1.87460; x = 1187; y = 152; confidence = 0.33; MISS
image = 00003; scale_factor = 1.87460; x = 1263; y = 176; confidence = 0.33; MISS
image = 00003; scale_factor = 1.87460; x = 1276; y = 158; confidence = 0.06; MISS
image = 00003; scale_factor = 1.87460; x =   57; y = 190; confidence = 0.37; MISS
image = 00003; scale_factor = 1.87460; x =  134; y = 213; confidence = 0.32; MISS
image = 00003; scale_factor = 1.87460; x =  165; y = 195; confidence = 0.30; MISS
image = 00003; scale_factor = 1.87460; x =  208; y = 205; confidence = 0.00; MISS
image = 00003; scale_factor = 1.87460; x =  245; y = 187; confidence = 0.29; MISS
image = 00003; scale_factor = 1.87460; x =  306; y = 210; confidence = 0.04; MISS
image = 00003; scale_factor = 1.87460; x =  386; y = 182; confidence = 0.66; MISS
image = 00003; scale_factor = 1.87460; x =  390; y = 183; confidence = 0.49; MISS
image = 00003; scale_factor = 1.87460; x =  467; y = 211; confidence = 0.16; MISS
image = 00003; scale_factor = 1.87460; x =  529; y = 211; confidence = 0.06; MISS
image = 00003; scale_factor = 1.87460; x =  561; y = 250; confidence = 0.47; MISS
image = 00003; scale_factor = 1.87460; x =  674; y = 240; confidence = 0.28; MISS
image = 00003; scale_factor = 1.87460; x =  698; y = 199; confidence = 0.02; MISS
image = 00003; scale_factor = 1.87460; x =  723; y = 212; confidence = 0.32; MISS
image = 00003; scale_factor = 1.87460; x =  791; y = 253; confidence = 0.44; MISS
image = 00003; scale_factor = 1.87460; x =  848; y = 222; confidence = 0.29; MISS
image = 00003; scale_factor = 1.87460; x =  892; y = 222; confidence = 0.42; MISS
image = 00003; scale_factor = 1.87460; x =  921; y = 224; confidence = 0.27; MISS
image = 00003; scale_factor = 1.87460; x =  979; y = 232; confidence = 0.01; MISS
image = 00003; scale_factor = 1.87460; x = 1067; y = 210; confidence = 0.37; MISS
image = 00003; scale_factor = 1.87460; x = 1093; y = 206; confidence = 0.34; MISS
image = 00003; scale_factor = 1.87460; x = 1165; y = 203; confidence = 0.31; MISS
image = 00003; scale_factor = 1.87460; x = 1200; y = 224; confidence = 0.34; MISS
image = 00003; scale_factor = 1.87460; x = 1283; y = 222; confidence = 0.21; MISS
image = 00003; scale_factor = 1.87460; x = 1286; y = 182; confidence = 0.00; MISS
image = 00003; scale_factor = 1.87460; x =   52; y = 252; confidence = 0.18; MISS
image = 00003; scale_factor = 1.87460; x =  111; y = 279; confidence = 0.35; MISS
image = 00003; scale_factor = 1.87460; x =  188; y = 289; confidence = 0.23; MISS
image = 00003; scale_factor = 1.87460; x =  211; y = 264; confidence = 0.13; MISS
image = 00003; scale_factor = 1.87460; x =  262; y = 267; confidence = 0.34; MISS
image = 00003; scale_factor = 1.87460; x =  315; y = 273; confidence = 0.18; MISS
image = 00003; scale_factor = 1.87460; x =  386; y = 285; confidence = 0.39; MISS
image = 00003; scale_factor = 1.87460; x =  421; y = 271; confidence = 0.38; MISS
image = 00003; scale_factor = 1.87460; x =  467; y = 275; confidence = 0.32; MISS
image = 00003; scale_factor = 1.87460; x =  512; y = 282; confidence = 0.56; MISS
image = 00003; scale_factor = 1.87460; x =  583; y = 258; confidence = 0.54; MISS
image = 00003; scale_factor = 1.87460; x =  638; y = 269; confidence = 0.34; MISS
image = 00003; scale_factor = 1.87460; x =  700; y = 284; confidence = 0.29; MISS
image = 00003; scale_factor = 1.87460; x =  788; y = 265; confidence = 0.55; MISS
image = 00003; scale_factor = 1.87460; x =  794; y = 263; confidence = 0.53; MISS
image = 00003; scale_factor = 1.87460; x =  852; y = 264; confidence = 0.11; MISS
image = 00003; scale_factor = 1.87460; x =  864; y = 293; confidence = 0.38; MISS
image = 00003; scale_factor = 1.87460; x =  950; y = 273; confidence = 0.35; MISS
image = 00003; scale_factor = 1.87460; x =  990; y = 269; confidence = 0.30; MISS
image = 00003; scale_factor = 1.87460; x = 1062; y = 256; confidence = 0.18; MISS
image = 00003; scale_factor = 1.87460; x = 1108; y = 276; confidence = 0.17; MISS
image = 00003; scale_factor = 1.87460; x = 1203; y = 236; confidence = 0.19; MISS
image = 00003; scale_factor = 1.87460; x = 1219; y = 267; confidence = 0.20; MISS
image = 00003; scale_factor = 1.87460; x = 1256; y = 270; confidence = 0.04; MISS
image = 00003; scale_factor = 1.87460; x = 1284; y = 296; confidence = 0.38; MISS
image = 00003; scale_factor = 1.87460; x =   54; y = 324; confidence = 0.32; MISS
image = 00003; scale_factor = 1.87460; x =  108; y = 324; confidence = 0.16; MISS
image = 00003; scale_factor = 1.87460; x =  143; y = 314; confidence = 0.17; MISS
image = 00003; scale_factor = 1.87460; x =  202; y = 327; confidence = 0.35; MISS
image = 00003; scale_factor = 1.87460; x =  261; y = 325; confidence = 0.30; MISS
image = 00003; scale_factor = 1.87460; x =  324; y = 328; confidence = 0.32; MISS
image = 00003; scale_factor = 1.87460; x =  341; y = 308; confidence = 0.29; MISS
image = 00003; scale_factor = 1.87460; x =  463; y = 309; confidence = 0.55; MISS
image = 00003; scale_factor = 1.87460; x =  462; y = 306; confidence = 0.58; MISS
image = 00003; scale_factor = 1.87460; x =  531; y = 315; confidence = 0.17; MISS
image = 00003; scale_factor = 1.87460; x =  614; y = 295; confidence = 0.57; MISS
image = 00003; scale_factor = 1.87460; x =  636; y = 324; confidence = 0.49; MISS
image = 00003; scale_factor = 1.87460; x =  682; y = 323; confidence = 0.32; MISS
image = 00003; scale_factor = 1.87460; x =  747; y = 305; confidence = 0.43; MISS
image = 00003; scale_factor = 1.87460; x =  797; y = 305; confidence = 0.35; MISS
image = 00003; scale_factor = 1.87460; x =  863; y = 352; confidence = 0.15; MISS
image = 00003; scale_factor = 1.87460; x =  865; y = 296; confidence = 0.39; MISS
image = 00003; scale_factor = 1.87460; x =  956; y = 309; confidence = 0.01; MISS
image = 00003; scale_factor = 1.87460; x =  998; y = 318; confidence = 0.27; MISS
image = 00003; scale_factor = 1.87460; x = 1070; y = 334; confidence = 0.19; MISS
image = 00003; scale_factor = 1.87460; x = 1121; y = 318; confidence = 0.28; MISS
image = 00003; scale_factor = 1.87460; x = 1172; y = 325; confidence = 0.02; MISS
image = 00003; scale_factor = 1.87460; x = 1218; y = 323; confidence = 0.22; MISS
image = 00003; scale_factor = 1.87460; x = 1271; y = 334; confidence = 0.32; MISS
image = 00003; scale_factor = 1.87460; x = 1328; y = 349; confidence = 0.11; MISS
image = 00003; scale_factor = 1.87460; x =   36; y = 366; confidence = 0.17; MISS
image = 00003; scale_factor = 1.87460; x =   75; y = 373; confidence = 0.25; MISS
image = 00003; scale_factor = 1.87460; x =  174; y = 378; confidence = 0.40; MISS
image = 00003; scale_factor = 1.87460; x =  192; y = 409; confidence = 0.43; MISS
image = 00003; scale_factor = 1.87460; x =  265; y = 370; confidence = 0.05; MISS
image = 00003; scale_factor = 1.87460; x =  322; y = 366; confidence = 0.29; MISS
image = 00003; scale_factor = 1.87460; x =  371; y = 371; confidence = 0.42; MISS
image = 00003; scale_factor = 1.87460; x =  437; y = 377; confidence = 0.01; MISS
image = 00003; scale_factor = 1.87460; x =  472; y = 368; confidence = 0.21; MISS
image = 00003; scale_factor = 1.87460; x =  536; y = 373; confidence = 0.34; MISS
image = 00003; scale_factor = 1.87460; x =  576; y = 383; confidence = 0.30; MISS
image = 00003; scale_factor = 1.87460; x =  612; y = 362; confidence = 0.36; MISS
image = 00003; scale_factor = 1.87460; x =  703; y = 371; confidence = 0.36; MISS
image = 00003; scale_factor = 1.87460; x =  749; y = 342; confidence = 0.64; HIT;  T.S. Type =  4; Width =  23
image = 00003; scale_factor = 1.87460; x =  795; y = 369; confidence = 0.07; MISS
image = 00003; scale_factor = 1.87460; x =  856; y = 346; confidence = 0.41; MISS
image = 00003; scale_factor = 1.87460; x =  902; y = 371; confidence = 0.45; MISS
image = 00003; scale_factor = 1.87460; x =  938; y = 378; confidence = 0.36; MISS
image = 00003; scale_factor = 1.87460; x = 1013; y = 404; confidence = 0.56; MISS
image = 00003; scale_factor = 1.87460; x = 1042; y = 385; confidence = 0.10; MISS
image = 00003; scale_factor = 1.87460; x = 1123; y = 330; confidence = 0.34; MISS
image = 00003; scale_factor = 1.87460; x = 1197; y = 356; confidence = 0.06; MISS
image = 00003; scale_factor = 1.87460; x = 1218; y = 356; confidence = 0.01; MISS
image = 00003; scale_factor = 1.87460; x = 1258; y = 367; confidence = 0.19; MISS
image = 00003; scale_factor = 1.87460; x = 1347; y = 351; confidence = 0.15; MISS
image = 00003; scale_factor = 1.87460; x =   61; y = 419; confidence = 0.37; MISS
image = 00003; scale_factor = 1.87460; x =  126; y = 430; confidence = 0.33; MISS
image = 00003; scale_factor = 1.87460; x =  183; y = 399; confidence = 0.40; MISS
image = 00003; scale_factor = 1.87460; x =  206; y = 419; confidence = 0.06; MISS
image = 00003; scale_factor = 1.87460; x =  273; y = 420; confidence = 0.49; MISS
image = 00003; scale_factor = 1.87460; x =  290; y = 409; confidence = 0.38; MISS
image = 00003; scale_factor = 1.87460; x =  363; y = 432; confidence = 0.28; MISS
image = 00003; scale_factor = 1.87460; x =  425; y = 413; confidence = 0.23; MISS
image = 00003; scale_factor = 1.87460; x =  469; y = 431; confidence = 0.47; MISS
image = 00003; scale_factor = 1.87460; x =  529; y = 425; confidence = 0.38; MISS
image = 00003; scale_factor = 1.87460; x =  559; y = 433; confidence = 0.59; MISS
image = 00003; scale_factor = 1.87460; x =  646; y = 415; confidence = 0.16; MISS
image = 00003; scale_factor = 1.87460; x =  702; y = 406; confidence = 0.33; MISS
image = 00003; scale_factor = 1.87460; x =  752; y = 423; confidence = 0.18; MISS
image = 00003; scale_factor = 1.87460; x =  795; y = 430; confidence = 0.12; MISS
image = 00003; scale_factor = 1.87460; x =  846; y = 424; confidence = 0.15; MISS
image = 00003; scale_factor = 1.87460; x =  911; y = 419; confidence = 0.33; MISS
image = 00003; scale_factor = 1.87460; x =  952; y = 409; confidence = 0.29; MISS
image = 00003; scale_factor = 1.87460; x = 1013; y = 404; confidence = 0.57; MISS
image = 00003; scale_factor = 1.87460; x = 1027; y = 424; confidence = 0.53; MISS
image = 00003; scale_factor = 1.87460; x = 1099; y = 463; confidence = 0.45; MISS
image = 00003; scale_factor = 1.87460; x = 1166; y = 423; confidence = 0.14; MISS
image = 00003; scale_factor = 1.87460; x = 1212; y = 445; confidence = 0.27; MISS
image = 00003; scale_factor = 1.87460; x = 1232; y = 424; confidence = 0.00; MISS
image = 00003; scale_factor = 1.87460; x = 1325; y = 414; confidence = 0.08; MISS
image = 00003; scale_factor = 1.87460; x =   65; y = 501; confidence = 0.41; MISS
image = 00003; scale_factor = 1.87460; x =  104; y = 477; confidence = 0.27; MISS
image = 00003; scale_factor = 1.87460; x =  160; y = 479; confidence = 0.17; MISS
image = 00003; scale_factor = 1.87460; x =  223; y = 473; confidence = 0.35; MISS
image = 00003; scale_factor = 1.87460; x =  268; y = 484; confidence = 0.42; MISS
image = 00003; scale_factor = 1.87460; x =  307; y = 493; confidence = 0.53; MISS
image = 00003; scale_factor = 1.87460; x =  364; y = 479; confidence = 0.33; MISS
image = 00003; scale_factor = 1.87460; x =  412; y = 482; confidence = 0.17; MISS
image = 00003; scale_factor = 1.87460; x =  498; y = 490; confidence = 0.32; MISS
image = 00003; scale_factor = 1.87460; x =  530; y = 481; confidence = 0.04; MISS
image = 00003; scale_factor = 1.87460; x =  559; y = 436; confidence = 0.43; MISS
image = 00003; scale_factor = 1.87460; x =  648; y = 443; confidence = 0.18; MISS
image = 00003; scale_factor = 1.87460; x =  684; y = 477; confidence = 0.30; MISS
image = 00003; scale_factor = 1.87460; x =  762; y = 465; confidence = 0.31; MISS
image = 00003; scale_factor = 1.87460; x =  770; y = 473; confidence = 0.41; MISS
image = 00003; scale_factor = 1.87460; x =  863; y = 481; confidence = 0.54; MISS
image = 00003; scale_factor = 1.87460; x =  864; y = 480; confidence = 0.56; MISS
image = 00003; scale_factor = 1.87460; x =  958; y = 478; confidence = 0.44; MISS
image = 00003; scale_factor = 1.87460; x = 1009; y = 485; confidence = 0.14; MISS
image = 00003; scale_factor = 1.87460; x = 1060; y = 488; confidence = 0.27; MISS
image = 00003; scale_factor = 1.87460; x = 1100; y = 463; confidence = 0.34; MISS
image = 00003; scale_factor = 1.87460; x = 1190; y = 497; confidence = 0.45; MISS
image = 00003; scale_factor = 1.87460; x = 1206; y = 475; confidence = 0.49; MISS
image = 00003; scale_factor = 1.87460; x = 1293; y = 521; confidence = 0.60; MISS
image = 00003; scale_factor = 1.87460; x = 1294; y = 517; confidence = 0.54; MISS
image = 00003; scale_factor = 1.87460; x =   49; y = 537; confidence = 0.34; MISS
image = 00003; scale_factor = 1.87460; x =  106; y = 532; confidence = 0.13; MISS
image = 00003; scale_factor = 1.87460; x =  148; y = 530; confidence = 0.24; MISS
image = 00003; scale_factor = 1.87460; x =  238; y = 551; confidence = 0.15; MISS
image = 00003; scale_factor = 1.87460; x =  265; y = 530; confidence = 0.30; MISS
image = 00003; scale_factor = 1.87460; x =  317; y = 545; confidence = 0.30; MISS
image = 00003; scale_factor = 1.87460; x =  364; y = 542; confidence = 0.05; MISS
image = 00003; scale_factor = 1.87460; x =  414; y = 483; confidence = 0.16; MISS
image = 00003; scale_factor = 1.87460; x =  475; y = 527; confidence = 0.30; MISS
image = 00003; scale_factor = 1.87460; x =  508; y = 502; confidence = 0.38; MISS
image = 00003; scale_factor = 1.87460; x =  633; y = 543; confidence = 0.00; MISS
image = 00003; scale_factor = 1.87460; x =  656; y = 571; confidence = 0.36; MISS
image = 00003; scale_factor = 1.87460; x =  703; y = 536; confidence = 0.15; MISS
image = 00003; scale_factor = 1.87460; x =  747; y = 516; confidence = 0.22; MISS
image = 00003; scale_factor = 1.87460; x =  793; y = 534; confidence = 0.44; MISS
image = 00003; scale_factor = 1.87460; x =  832; y = 545; confidence = 0.45; MISS
image = 00003; scale_factor = 1.87460; x =  933; y = 526; confidence = 0.56; MISS
image = 00003; scale_factor = 1.87460; x =  955; y = 522; confidence = 0.27; MISS
image = 00003; scale_factor = 1.87460; x = 1003; y = 536; confidence = 0.25; MISS
image = 00003; scale_factor = 1.87460; x = 1061; y = 535; confidence = 0.27; MISS
image = 00003; scale_factor = 1.87460; x = 1105; y = 522; confidence = 0.40; MISS
image = 00003; scale_factor = 1.87460; x = 1159; y = 538; confidence = 0.39; MISS
image = 00003; scale_factor = 1.87460; x = 1194; y = 513; confidence = 0.43; MISS
image = 00003; scale_factor = 1.87460; x = 1292; y = 521; confidence = 0.55; MISS
image = 00003; scale_factor = 1.87460; x = 1320; y = 513; confidence = 0.36; MISS
image = 00003; scale_factor = 1.87460; x =   59; y = 571; confidence = 0.43; MISS
image = 00003; scale_factor = 1.87460; x =   93; y = 586; confidence = 0.37; MISS
image = 00003; scale_factor = 1.87460; x =  146; y = 577; confidence = 0.29; MISS
image = 00003; scale_factor = 1.87460; x =  214; y = 592; confidence = 0.10; MISS
image = 00003; scale_factor = 1.87460; x =  270; y = 577; confidence = 0.38; MISS
image = 00003; scale_factor = 1.87460; x =  324; y = 583; confidence = 0.22; MISS
image = 00003; scale_factor = 1.87460; x =  374; y = 583; confidence = 0.23; MISS
image = 00003; scale_factor = 1.87460; x =  415; y = 590; confidence = 0.08; MISS
image = 00003; scale_factor = 1.87460; x =  473; y = 590; confidence = 0.43; MISS
image = 00003; scale_factor = 1.87460; x =  488; y = 584; confidence = 0.18; MISS
image = 00003; scale_factor = 1.87460; x =  620; y = 604; confidence = 0.00; MISS
image = 00003; scale_factor = 1.87460; x =  641; y = 583; confidence = 0.02; MISS
image = 00003; scale_factor = 1.87460; x =  694; y = 571; confidence = 0.48; MISS
image = 00003; scale_factor = 1.87460; x =  740; y = 583; confidence = 0.21; MISS
image = 00003; scale_factor = 1.87460; x =  787; y = 593; confidence = 0.43; MISS
image = 00003; scale_factor = 1.87460; x =  848; y = 578; confidence = 0.04; MISS
image = 00003; scale_factor = 1.87460; x =  901; y = 583; confidence = 0.13; MISS
image = 00003; scale_factor = 1.87460; x =  954; y = 583; confidence = 0.14; MISS
image = 00003; scale_factor = 1.87460; x =  996; y = 588; confidence = 0.40; MISS
image = 00003; scale_factor = 1.87460; x = 1056; y = 581; confidence = 0.31; MISS
image = 00003; scale_factor = 1.87460; x = 1105; y = 580; confidence = 0.18; MISS
image = 00003; scale_factor = 1.87460; x = 1163; y = 578; confidence = 0.20; MISS
image = 00003; scale_factor = 1.87460; x = 1219; y = 583; confidence = 0.36; MISS
image = 00003; scale_factor = 1.87460; x = 1295; y = 576; confidence = 0.42; MISS
image = 00003; scale_factor = 1.87460; x = 1330; y = 591; confidence = 0.44; MISS
image = 00003; scale_factor = 1.87460; x =   45; y = 643; confidence = 0.50; MISS
image = 00003; scale_factor = 1.87460; x =  113; y = 643; confidence = 0.43; MISS
image = 00003; scale_factor = 1.87460; x =  156; y = 640; confidence = 0.53; MISS
image = 00003; scale_factor = 1.87460; x =  190; y = 615; confidence = 0.28; MISS
image = 00003; scale_factor = 1.87460; x =  277; y = 626; confidence = 0.40; MISS
image = 00003; scale_factor = 1.87460; x =  317; y = 643; confidence = 0.13; MISS
image = 00003; scale_factor = 1.87460; x =  366; y = 622; confidence = 0.13; MISS
image = 00003; scale_factor = 1.87460; x =  444; y = 590; confidence = 0.33; MISS
image = 00003; scale_factor = 1.87460; x =  471; y = 591; confidence = 0.23; MISS
image = 00003; scale_factor = 1.87460; x =  530; y = 636; confidence = 0.00; MISS
image = 00003; scale_factor = 1.87460; x =  621; y = 602; confidence = 0.00; MISS
image = 00003; scale_factor = 1.87460; x =  647; y = 614; confidence = 0.01; MISS
image = 00003; scale_factor = 1.87460; x =  691; y = 636; confidence = 0.05; MISS
image = 00003; scale_factor = 1.87460; x =  741; y = 633; confidence = 0.27; MISS
image = 00003; scale_factor = 1.87460; x =  793; y = 621; confidence = 0.37; MISS
image = 00003; scale_factor = 1.87460; x =  847; y = 635; confidence = 0.10; MISS
image = 00003; scale_factor = 1.87460; x =  897; y = 636; confidence = 0.45; MISS
image = 00003; scale_factor = 1.87460; x =  939; y = 649; confidence = 0.42; MISS
image = 00003; scale_factor = 1.87460; x = 1007; y = 642; confidence = 0.12; MISS
image = 00003; scale_factor = 1.87460; x = 1066; y = 648; confidence = 0.34; MISS
image = 00003; scale_factor = 1.87460; x = 1110; y = 634; confidence = 0.44; MISS
image = 00003; scale_factor = 1.87460; x = 1180; y = 642; confidence = 0.14; MISS
image = 00003; scale_factor = 1.87460; x = 1219; y = 636; confidence = 0.32; MISS
image = 00003; scale_factor = 1.87460; x = 1272; y = 638; confidence = 0.03; MISS
image = 00003; scale_factor = 1.87460; x = 1325; y = 627; confidence = 0.23; MISS
image = 00003; scale_factor = 1.87460; x =   53; y = 689; confidence = 0.30; MISS
image = 00003; scale_factor = 1.87460; x =  101; y = 691; confidence = 0.14; MISS
image = 00003; scale_factor = 1.87460; x =  155; y = 672; confidence = 0.39; MISS
image = 00003; scale_factor = 1.87460; x =  213; y = 698; confidence = 0.53; MISS
image = 00003; scale_factor = 1.87460; x =  247; y = 687; confidence = 0.05; MISS
image = 00003; scale_factor = 1.87460; x =  300; y = 657; confidence = 0.33; MISS
image = 00003; scale_factor = 1.87460; x =  342; y = 674; confidence = 0.00; MISS
image = 00003; scale_factor = 1.87460; x =  424; y = 689; confidence = 0.00; MISS
image = 00003; scale_factor = 1.87460; x =  477; y = 689; confidence = 0.00; MISS
image = 00003; scale_factor = 1.87460; x =  530; y = 689; confidence = 0.00; MISS
image = 00003; scale_factor = 1.87460; x =  583; y = 689; confidence = 0.00; MISS
image = 00003; scale_factor = 1.87460; x =  645; y = 685; confidence = 0.01; MISS
image = 00003; scale_factor = 1.87460; x =  689; y = 689; confidence = 0.01; MISS
image = 00003; scale_factor = 1.87460; x =  749; y = 671; confidence = 0.40; MISS
image = 00003; scale_factor = 1.87460; x =  792; y = 689; confidence = 0.14; MISS
image = 00003; scale_factor = 1.87460; x =  849; y = 687; confidence = 0.40; MISS
image = 00003; scale_factor = 1.87460; x =  913; y = 692; confidence = 0.41; MISS
image = 00003; scale_factor = 1.87460; x =  945; y = 683; confidence = 0.47; MISS
image = 00003; scale_factor = 1.87460; x = 1006; y = 683; confidence = 0.56; MISS
