# Please wait, building network...
# 0.075 # 0.124 # 0.075 
# 0.124 # 0.204 # 0.124 
# 0.075 # 0.124 # 0.075 
# 0.000 # 0.000 # 0.001 # 0.002 # 0.002 # 0.002 # 0.001 # 0.000 # 0.000 
# 0.000 # 0.001 # 0.004 # 0.008 # 0.010 # 0.008 # 0.004 # 0.001 # 0.000 
# 0.001 # 0.004 # 0.012 # 0.023 # 0.029 # 0.023 # 0.012 # 0.004 # 0.001 
# 0.002 # 0.008 # 0.023 # 0.046 # 0.057 # 0.046 # 0.023 # 0.008 # 0.002 
# 0.002 # 0.010 # 0.029 # 0.057 # 0.071 # 0.057 # 0.029 # 0.010 # 0.002 
# 0.002 # 0.008 # 0.023 # 0.046 # 0.057 # 0.046 # 0.023 # 0.008 # 0.002 
# 0.001 # 0.004 # 0.012 # 0.023 # 0.029 # 0.023 # 0.012 # 0.004 # 0.001 
# 0.000 # 0.001 # 0.004 # 0.008 # 0.010 # 0.008 # 0.004 # 0.001 # 0.000 
# 0.000 # 0.000 # 0.001 # 0.002 # 0.002 # 0.002 # 0.001 # 0.000 # 0.000 
Locale set to C.
Number of images with traffic signs within criterion = 57
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00018.ppm
''Image file name: /home/alberto/TIAGO/haar_competition/test_full/00018.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00056.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00071.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00085.ppm
delta = 89
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00089.ppm
scale_factor = 1.12; image = 00093; x =   95; y =  71; confidence = 0.57; MISS
scale_factor = 1.12; image = 00116; x =  257; y = 405; confidence = 0.00; MISS
scale_factor = 1.12; image = 00116; x =  271; y = 387; confidence = 0.36; MISS
scale_factor = 1.12; image = 00116; x =  319; y = 374; confidence = 0.27; MISS
scale_factor = 1.12; image = 00116; x =  385; y = 385; confidence = 0.15; MISS
scale_factor = 1.12; image = 00116; x =  533; y = 357; confidence = 0.00; MISS
scale_factor = 1.12; image = 00116; x =  622; y = 357; confidence = 0.00; MISS
scale_factor = 1.12; image = 00116; x =  711; y = 357; confidence = 0.00; MISS
scale_factor = 1.12; image = 00116; x =  854; y = 378; confidence = 0.07; MISS
scale_factor = 1.12; image = 00116; x =  913; y = 466; confidence = 0.41; MISS
scale_factor = 1.12; image = 00116; x =  972; y = 394; confidence = 0.37; MISS
scale_factor = 1.12; image = 00116; x = 1030; y = 483; confidence = 0.14; MISS
scale_factor = 1.12; image = 00116; x = 1149; y = 451; confidence = 0.32; MISS
scale_factor = 1.12; image = 00116; x = 1261; y = 418; confidence = 0.32; MISS
scale_factor = 1.12; image = 00116; x = 1337; y = 449; confidence = 0.30; MISS
scale_factor = 1.12; image = 00116; x =   88; y = 446; confidence = 0.00; MISS
scale_factor = 1.12; image = 00116; x =  177; y = 446; confidence = 0.00; MISS
scale_factor = 1.12; image = 00116; x =  266; y = 446; confidence = 0.00; MISS
scale_factor = 1.12; image = 00116; x =  355; y = 446; confidence = 0.00; MISS
scale_factor = 1.12; image = 00116; x =  444; y = 446; confidence = 0.00; MISS
scale_factor = 1.12; image = 00116; x =  533; y = 446; confidence = 0.00; MISS
scale_factor = 1.12; image = 00116; x =  622; y = 446; confidence = 0.00; MISS
scale_factor = 1.12; image = 00116; x =  711; y = 446; confidence = 0.00; MISS
scale_factor = 1.12; image = 00116; x =  854; y = 474; confidence = 0.11; MISS
scale_factor = 1.12; image = 00116; x =  892; y = 542; confidence = 0.36; MISS
scale_factor = 1.12; image = 00116; x =  963; y = 500; confidence = 0.37; MISS
scale_factor = 1.12; image = 00116; x = 1096; y = 529; confidence = 0.06; MISS
scale_factor = 1.12; image = 00116; x = 1167; y = 551; confidence = 0.62; MISS
scale_factor = 1.12; image = 00116; x = 1170; y = 551; confidence = 0.59; MISS
scale_factor = 1.12; image = 00116; x = 1321; y = 522; confidence = 0.41; MISS
scale_factor = 1.12; image = 00116; x =   88; y = 535; confidence = 0.00; MISS
scale_factor = 1.12; image = 00116; x =  177; y = 535; confidence = 0.00; MISS
scale_factor = 1.12; image = 00116; x =  266; y = 535; confidence = 0.00; MISS
scale_factor = 1.12; image = 00116; x =  355; y = 535; confidence = 0.00; MISS
scale_factor = 1.12; image = 00116; x =  444; y = 535; confidence = 0.00; MISS
scale_factor = 1.12; image = 00116; x =  533; y = 535; confidence = 0.00; MISS
scale_factor = 1.12; image = 00116; x =  622; y = 535; confidence = 0.00; MISS
scale_factor = 1.12; image = 00116; x =  711; y = 535; confidence = 0.00; MISS
scale_factor = 1.12; image = 00116; x =  871; y = 659; confidence = 0.03; MISS
scale_factor = 1.12; image = 00116; x =  926; y = 661; confidence = 0.37; MISS
scale_factor = 1.12; image = 00116; x =  990; y = 616; confidence = 0.23; MISS
scale_factor = 1.12; image = 00116; x = 1063; y = 627; confidence = 0.26; MISS
scale_factor = 1.12; image = 00116; x = 1156; y = 611; confidence = 0.03; MISS
scale_factor = 1.12; image = 00116; x = 1251; y = 624; confidence = 0.35; MISS
scale_factor = 1.12; image = 00116; x = 1343; y = 635; confidence = 0.43; MISS
scale_factor = 1.12; image = 00116; x =   88; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00116; x =  177; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00116; x =  266; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00116; x =  355; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00116; x =  444; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00116; x =  533; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00116; x =  622; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00116; x =  711; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00116; x =  868; y = 658; confidence = 0.01; MISS
scale_factor = 1.12; image = 00116; x =  897; y = 700; confidence = 0.19; MISS
scale_factor = 1.12; image = 00116; x =  980; y = 715; confidence = 0.09; MISS
scale_factor = 1.12; image = 00116; x = 1068; y = 712; confidence = 0.25; MISS
scale_factor = 1.12; image = 00116; x = 1153; y = 710; confidence = 0.41; MISS
scale_factor = 1.12; image = 00116; x = 1247; y = 713; confidence = 0.34; MISS
scale_factor = 1.12; image = 00116; x = 1337; y = 729; confidence = 0.40; MISS
### Current Image = 00109; Traffic signs searched =    3; Traffic signs found =    3; Best confidence = 0.908435; Percentage found = 100.00; HIT
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00111.ppm
scale_factor = 1.12; image = 00117; x =   89; y =  92; confidence = 0.31; MISS
scale_factor = 1.12; image = 00117; x =  135; y = 105; confidence = 0.64; MISS
scale_factor = 1.12; image = 00117; x =  259; y =  85; confidence = 0.07; MISS
scale_factor = 1.12; image = 00117; x =  389; y =  13; confidence = 0.09; MISS
scale_factor = 1.12; image = 00117; x =  507; y =  79; confidence = 0.37; MISS
scale_factor = 1.12; image = 00117; x =  550; y =  99; confidence = 0.49; MISS
scale_factor = 1.12; image = 00117; x =  552; y = 105; confidence = 0.58; MISS
scale_factor = 1.12; image = 00117; x =  731; y =  91; confidence = 0.03; MISS
scale_factor = 1.12; image = 00117; x =  819; y =  87; confidence = 0.01; MISS
scale_factor = 1.12; image = 00117; x =  877; y =  90; confidence = 0.29; MISS
scale_factor = 1.12; image = 00117; x = 1016; y = 123; confidence = 0.19; MISS
scale_factor = 1.12; image = 00117; x = 1059; y = 101; confidence = 0.04; MISS
scale_factor = 1.12; image = 00117; x = 1160; y =  92; confidence = 0.02; MISS
scale_factor = 1.12; image = 00117; x = 1299; y = 133; confidence = 0.13; MISS
scale_factor = 1.12; image = 00117; x = 1351; y =  78; confidence = 0.19; MISS
scale_factor = 1.12; image = 00117; x =   72; y = 164; confidence = 0.31; MISS
scale_factor = 1.12; image = 00117; x =  146; y = 176; confidence = 0.30; MISS
scale_factor = 1.12; image = 00117; x =  239; y = 189; confidence = 0.01; MISS
scale_factor = 1.12; image = 00117; x =  349; y = 188; confidence = 0.41; MISS
scale_factor = 1.12; image = 00117; x =  453; y = 156; confidence = 0.34; MISS
scale_factor = 1.12; image = 00117; x =  527; y = 160; confidence = 0.50; MISS
scale_factor = 1.12; image = 00117; x =  619; y = 184; confidence = 0.57; MISS
scale_factor = 1.12; image = 00117; x =  638; y = 194; confidence = 0.71; MISS
scale_factor = 1.12; image = 00117; x =  800; y = 166; confidence = 0.13; MISS
scale_factor = 1.12; image = 00117; x =  937; y = 205; confidence = 0.27; MISS
scale_factor = 1.12; image = 00117; x =  937; y = 205; confidence = 0.28; MISS
scale_factor = 1.12; image = 00117; x = 1045; y = 134; confidence = 0.32; MISS
scale_factor = 1.12; image = 00117; x = 1139; y = 162; confidence = 0.22; MISS
scale_factor = 1.12; image = 00117; x = 1247; y = 181; confidence = 0.30; MISS
scale_factor = 1.12; image = 00117; x = 1333; y = 168; confidence = 0.51; MISS
scale_factor = 1.12; image = 00117; x =   77; y = 247; confidence = 0.41; MISS
scale_factor = 1.12; image = 00117; x =  150; y = 253; confidence = 0.39; MISS
scale_factor = 1.12; image = 00117; x =  196; y = 231; confidence = 0.24; MISS
scale_factor = 1.12; image = 00111; x =  371; y = 275; confidence = 0.79; HIT ***
scale_factor = 1.12; image = 00111; x =  369; y = 284; confidence = 0.77; HIT ***
scale_factor = 1.12; image = 00117; x =  500; y = 288; confidence = 0.37; MISS
scale_factor = 1.12; image = 00117; x =  631; y = 191; confidence = 0.71; MISS
scale_factor = 1.12; image = 00117; x =  712; y = 267; confidence = 0.25; MISS
scale_factor = 1.12; image = 00117; x =  836; y = 338; confidence = 0.49; MISS
scale_factor = 1.12; image = 00117; x =  890; y = 263; confidence = 0.22; MISS
scale_factor = 1.12; image = 00117; x =  975; y = 269; confidence = 0.47; MISS
scale_factor = 1.12; image = 00111; x = 1101; y = 312; confidence = 0.77; HIT ***
scale_factor = 1.12; image = 00111; x = 1103; y = 312; confidence = 0.78; HIT ***
scale_factor = 1.12; image = 00117; x = 1234; y = 292; confidence = 0.32; MISS
scale_factor = 1.12; image = 00117; x = 1315; y = 317; confidence = 0.01; MISS
scale_factor = 1.12; image = 00117; x =  133; y = 345; confidence = 0.38; MISS
scale_factor = 1.12; image = 00117; x =  182; y = 349; confidence = 0.01; MISS
scale_factor = 1.12; image = 00117; x =  291; y = 308; confidence = 0.41; MISS
scale_factor = 1.12; image = 00111; x =  370; y = 287; confidence = 0.78; HIT ***
scale_factor = 1.12; image = 00117; x =  449; y = 290; confidence = 0.03; MISS
scale_factor = 1.12; image = 00117; x =  500; y = 286; confidence = 0.38; MISS
scale_factor = 1.12; image = 00117; x =  606; y = 335; confidence = 0.05; MISS
scale_factor = 1.12; image = 00117; x =  746; y = 328; confidence = 0.33; MISS
scale_factor = 1.12; image = 00117; x =  835; y = 338; confidence = 0.49; MISS
scale_factor = 1.12; image = 00117; x =  897; y = 364; confidence = 0.52; MISS
scale_factor = 1.12; image = 00117; x =  988; y = 414; confidence = 0.45; MISS
scale_factor = 1.12; image = 00111; x = 1101; y = 312; confidence = 0.77; HIT ***
scale_factor = 1.12; image = 00111; x = 1103; y = 312; confidence = 0.78; HIT ***
scale_factor = 1.12; image = 00117; x = 1231; y = 349; confidence = 0.09; MISS
scale_factor = 1.12; image = 00117; x = 1305; y = 358; confidence = 0.03; MISS
scale_factor = 1.12; image = 00117; x =   96; y = 424; confidence = 0.00; MISS
scale_factor = 1.12; image = 00117; x =  201; y = 376; confidence = 0.00; MISS
scale_factor = 1.12; image = 00117; x =  227; y = 370; confidence = 0.00; MISS
scale_factor = 1.12; image = 00117; x =  355; y = 357; confidence = 0.00; MISS
scale_factor = 1.12; image = 00117; x =  444; y = 357; confidence = 0.00; MISS
scale_factor = 1.12; image = 00117; x =  533; y = 357; confidence = 0.00; MISS
scale_factor = 1.12; image = 00117; x =  622; y = 357; confidence = 0.00; MISS
scale_factor = 1.12; image = 00117; x =  766; y = 382; confidence = 0.00; MISS
scale_factor = 1.12; image = 00117; x =  797; y = 379; confidence = 0.08; MISS
scale_factor = 1.12; image = 00117; x =  913; y = 422; confidence = 0.04; MISS
scale_factor = 1.12; image = 00117; x =  970; y = 455; confidence = 0.34; MISS
scale_factor = 1.12; image = 00117; x = 1074; y = 463; confidence = 0.57; MISS
scale_factor = 1.12; image = 00117; x = 1076; y = 463; confidence = 0.47; MISS
scale_factor = 1.12; image = 00117; x = 1223; y = 460; confidence = 0.35; MISS
scale_factor = 1.12; image = 00117; x = 1304; y = 463; confidence = 0.01; MISS
scale_factor = 1.12; image = 00117; x =   88; y = 446; confidence = 0.00; MISS
scale_factor = 1.12; image = 00117; x =  177; y = 446; confidence = 0.00; MISS
scale_factor = 1.12; image = 00117; x =  266; y = 446; confidence = 0.00; MISS
scale_factor = 1.12; image = 00117; x =  355; y = 446; confidence = 0.00; MISS
scale_factor = 1.12; image = 00117; x =  444; y = 446; confidence = 0.00; MISS
scale_factor = 1.12; image = 00117; x =  533; y = 446; confidence = 0.00; MISS
scale_factor = 1.12; image = 00117; x =  622; y = 446; confidence = 0.00; MISS
scale_factor = 1.12; image = 00117; x =  711; y = 446; confidence = 0.00; MISS
scale_factor = 1.12; image = 00117; x =  800; y = 446; confidence = 0.00; MISS
scale_factor = 1.12; image = 00117; x =  951; y = 506; confidence = 0.16; MISS
scale_factor = 1.12; image = 00117; x =  994; y = 532; confidence = 0.29; MISS
scale_factor = 1.12; image = 00117; x = 1063; y = 554; confidence = 0.26; MISS
scale_factor = 1.12; image = 00117; x = 1153; y = 549; confidence = 0.39; MISS
scale_factor = 1.12; image = 00117; x = 1257; y = 556; confidence = 0.35; MISS
scale_factor = 1.12; image = 00117; x = 1297; y = 588; confidence = 0.46; MISS
scale_factor = 1.12; image = 00117; x =   88; y = 535; confidence = 0.00; MISS
scale_factor = 1.12; image = 00117; x =  177; y = 535; confidence = 0.00; MISS
scale_factor = 1.12; image = 00117; x =  266; y = 535; confidence = 0.00; MISS
scale_factor = 1.12; image = 00117; x =  355; y = 535; confidence = 0.00; MISS
scale_factor = 1.12; image = 00117; x =  444; y = 535; confidence = 0.00; MISS
scale_factor = 1.12; image = 00117; x =  533; y = 535; confidence = 0.00; MISS
scale_factor = 1.12; image = 00117; x =  622; y = 535; confidence = 0.00; MISS
scale_factor = 1.12; image = 00117; x =  711; y = 535; confidence = 0.00; MISS
scale_factor = 1.12; image = 00117; x =  800; y = 535; confidence = 0.00; MISS
scale_factor = 1.12; image = 00117; x =  929; y = 643; confidence = 0.56; MISS
scale_factor = 1.12; image = 00117; x =  929; y = 643; confidence = 0.56; MISS
scale_factor = 1.12; image = 00117; x = 1078; y = 672; confidence = 0.39; MISS
scale_factor = 1.12; image = 00117; x = 1184; y = 636; confidence = 0.28; MISS
scale_factor = 1.12; image = 00117; x = 1265; y = 625; confidence = 0.48; MISS
scale_factor = 1.12; image = 00117; x = 1316; y = 591; confidence = 0.52; MISS
scale_factor = 1.12; image = 00117; x =   88; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00117; x =  177; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00117; x =  266; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00117; x =  355; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00117; x =  444; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00117; x =  533; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00117; x =  622; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00117; x =  711; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00117; x =  800; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00117; x =  929; y = 647; confidence = 0.55; MISS
scale_factor = 1.12; image = 00117; x =  978; y = 703; confidence = 0.29; MISS
scale_factor = 1.12; image = 00117; x = 1062; y = 721; confidence = 0.46; MISS
scale_factor = 1.12; image = 00117; x = 1181; y = 727; confidence = 0.35; MISS
scale_factor = 1.12; image = 00117; x = 1241; y = 715; confidence = 0.10; MISS
scale_factor = 1.12; image = 00117; x = 1320; y = 717; confidence = 0.22; MISS
### Current Image = 00111; Traffic signs searched =    4; Traffic signs found =    4; Best confidence = 0.777217; Percentage found = 100.00; HIT
### Current Image = 00111; Traffic signs searched =    5; Traffic signs found =    5; Best confidence = 0.788032; Percentage found = 100.00; HIT
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00112.ppm
scale_factor = 1.12; image = 00119; x =   89; y =  89; confidence = 0.56; MISS
scale_factor = 1.12; image = 00119; x =  238; y =  77; confidence = 0.23; MISS
scale_factor = 1.12; image = 00119; x =  239; y =  72; confidence = 0.46; MISS
scale_factor = 1.12; image = 00119; x =  362; y =  96; confidence = 0.39; MISS
scale_factor = 1.12; image = 00119; x =  441; y =  78; confidence = 0.56; MISS
scale_factor = 1.12; image = 00119; x =  536; y =  91; confidence = 0.27; MISS
scale_factor = 1.12; image = 00119; x =  631; y =  94; confidence = 0.06; MISS
scale_factor = 1.12; image = 00119; x =  709; y = 102; confidence = 0.00; MISS
scale_factor = 1.12; image = 00119; x =  803; y =  61; confidence = 0.32; MISS
scale_factor = 1.12; image = 00119; x =  889; y =  91; confidence = 0.16; MISS
scale_factor = 1.12; image = 00119; x =  985; y =  83; confidence = 0.23; MISS
scale_factor = 1.12; image = 00119; x = 1060; y = 100; confidence = 0.02; MISS
scale_factor = 1.12; image = 00119; x = 1165; y =  87; confidence = 0.23; MISS
scale_factor = 1.12; image = 00119; x = 1230; y =  83; confidence = 0.24; MISS
scale_factor = 1.12; image = 00119; x = 1350; y = 107; confidence = 0.10; MISS
scale_factor = 1.12; image = 00119; x =   89; y = 166; confidence = 0.37; MISS
scale_factor = 1.12; image = 00119; x =  181; y = 179; confidence = 0.32; MISS
scale_factor = 1.12; image = 00119; x =  286; y = 197; confidence = 0.10; MISS
scale_factor = 1.12; image = 00119; x =  355; y = 158; confidence = 0.35; MISS
scale_factor = 1.12; image = 00119; x =  459; y = 190; confidence = 0.27; MISS
scale_factor = 1.12; image = 00119; x =  526; y = 189; confidence = 0.08; MISS
scale_factor = 1.12; image = 00119; x =  583; y = 240; confidence = 0.50; MISS
scale_factor = 1.12; image = 00119; x =  776; y = 171; confidence = 0.32; MISS
scale_factor = 1.12; image = 00119; x =  795; y = 245; confidence = 0.43; MISS
scale_factor = 1.12; image = 00119; x =  871; y = 236; confidence = 0.50; MISS
scale_factor = 1.12; image = 00119; x = 1000; y = 201; confidence = 0.54; MISS
scale_factor = 1.12; image = 00119; x = 1069; y = 162; confidence = 0.09; MISS
scale_factor = 1.12; image = 00119; x = 1178; y = 179; confidence = 0.02; MISS
scale_factor = 1.12; image = 00119; x = 1258; y = 174; confidence = 0.38; MISS
scale_factor = 1.12; image = 00119; x = 1299; y = 169; confidence = 0.29; MISS
scale_factor = 1.12; image = 00119; x =   92; y = 262; confidence = 0.13; MISS
scale_factor = 1.12; image = 00119; x =  143; y = 227; confidence = 0.53; MISS
scale_factor = 1.12; image = 00119; x =  218; y = 231; confidence = 0.51; MISS
scale_factor = 1.12; image = 00112; x =  384; y = 315; confidence = 0.88; HIT ***
scale_factor = 1.12; image = 00112; x =  389; y = 314; confidence = 0.81; HIT ***
scale_factor = 1.12; image = 00119; x =  562; y = 233; confidence = 0.60; MISS
scale_factor = 1.12; image = 00119; x =  581; y = 239; confidence = 0.58; MISS
scale_factor = 1.12; image = 00119; x =  727; y = 287; confidence = 0.55; MISS
scale_factor = 1.12; image = 00119; x =  796; y = 244; confidence = 0.43; MISS
scale_factor = 1.12; image = 00119; x =  872; y = 236; confidence = 0.55; MISS
scale_factor = 1.12; image = 00119; x = 1001; y = 202; confidence = 0.55; MISS
scale_factor = 1.12; image = 00119; x = 1064; y = 240; confidence = 0.24; MISS
scale_factor = 1.12; image = 00112; x = 1193; y = 299; confidence = 0.80; HIT ***
scale_factor = 1.12; image = 00112; x = 1215; y = 298; confidence = 0.71; HIT ***
scale_factor = 1.12; image = 00119; x = 1335; y = 267; confidence = 0.01; MISS
scale_factor = 1.12; image = 00119; x =   23; y = 393; confidence = 0.44; MISS
scale_factor = 1.12; image = 00119; x =  178; y = 354; confidence = 0.25; MISS
scale_factor = 1.12; image = 00119; x =  246; y = 350; confidence = 0.41; MISS
scale_factor = 1.12; image = 00112; x =  388; y = 316; confidence = 0.81; HIT ***
scale_factor = 1.12; image = 00112; x =  386; y = 312; confidence = 0.90; HIT ***
scale_factor = 1.12; image = 00119; x =  505; y = 279; confidence = 0.00; MISS
scale_factor = 1.12; image = 00119; x =  667; y = 313; confidence = 0.13; MISS
scale_factor = 1.12; image = 00119; x =  731; y = 278; confidence = 0.80; MISS
scale_factor = 1.12; image = 00119; x =  803; y = 336; confidence = 0.29; MISS
scale_factor = 1.12; image = 00119; x =  880; y = 348; confidence = 0.00; MISS
scale_factor = 1.12; image = 00119; x =  973; y = 319; confidence = 0.34; MISS
scale_factor = 1.12; image = 00119; x = 1044; y = 360; confidence = 0.17; MISS
scale_factor = 1.12; image = 00119; x = 1163; y = 358; confidence = 0.34; MISS
scale_factor = 1.12; image = 00112; x = 1192; y = 304; confidence = 0.74; HIT ***
scale_factor = 1.12; image = 00119; x = 1335; y = 356; confidence = 0.23; MISS
scale_factor = 1.12; image = 00119; x =   27; y = 394; confidence = 0.18; MISS
scale_factor = 1.12; image = 00119; x =  121; y = 389; confidence = 0.10; MISS
scale_factor = 1.12; image = 00119; x =  266; y = 357; confidence = 0.00; MISS
scale_factor = 1.12; image = 00119; x =  355; y = 357; confidence = 0.00; MISS
scale_factor = 1.12; image = 00119; x =  444; y = 357; confidence = 0.00; MISS
scale_factor = 1.12; image = 00119; x =  533; y = 357; confidence = 0.00; MISS
scale_factor = 1.12; image = 00119; x =  622; y = 357; confidence = 0.00; MISS
scale_factor = 1.12; image = 00119; x =  711; y = 357; confidence = 0.04; MISS
scale_factor = 1.12; image = 00119; x =  800; y = 357; confidence = 0.00; MISS
scale_factor = 1.12; image = 00119; x =  964; y = 426; confidence = 0.38; MISS
scale_factor = 1.12; image = 00119; x =  963; y = 425; confidence = 0.38; MISS
scale_factor = 1.12; image = 00119; x = 1037; y = 436; confidence = 0.37; MISS
scale_factor = 1.12; image = 00119; x = 1169; y = 449; confidence = 0.00; MISS
scale_factor = 1.12; image = 00119; x = 1240; y = 465; confidence = 0.40; MISS
scale_factor = 1.12; image = 00119; x = 1331; y = 497; confidence = 0.12; MISS
scale_factor = 1.12; image = 00119; x =   88; y = 446; confidence = 0.00; MISS
